"","Time","Name","Lon","Lat","Description","newtime"
"218","Sun, 25 May 14 14:37:59 +0000","Douglas Lot @ Worthington",-75.0831383165461,41.0143560931552,"@",2014-05-25
"219","Sun, 18 May 14 14:02:55 +0000","Presbyterian Church in Morristown",-74.47989802873,40.797531791976,"@",2014-05-18
"220","Sat, 17 May 14 18:51:01 +0000","Green Village Deli",-74.4529834432255,40.7392389274913,"@",2014-05-17
"221","Fri, 16 May 14 23:51:23 +0000","Takuma",-74.4143559677807,40.7570659456639,"@",2014-05-16
"222","Fri, 16 May 14 16:32:10 +0000","AT&amp;T",-74.0063741827715,40.7166655240263,"@",2014-05-16
"223","Wed, 14 May 14 21:08:41 +0000","Delicious Heights",-74.6644673916053,40.6773001900523,"@",2014-05-14
"224","Wed, 14 May 14 00:04:02 +0000","Macho Nacho",-74.4766526981742,40.7977136215231,"@",2014-05-14
"225","Sat, 10 May 14 21:23:34 +0000","The Funplex",-74.3764359703895,40.8110338849709,"@",2014-05-10
"226","Wed, 07 May 14 15:22:52 +0000","The Bowery Hotel",-73.9915741576699,40.7261572496325,"@",2014-05-07
"227","Sun, 04 May 14 00:14:32 +0000","Nagano",-74.4823591742089,40.797203535375,"@",2014-05-04
"228","Fri, 02 May 14 15:37:54 +0000","AT&amp;T",-74.0060643064179,40.7165733325686,"@",2014-05-02
"229","Sat, 26 Apr 14 22:58:45 +0000","The Godfather Pizzeria",-74.4761375608315,40.7973000495349,"@",2014-04-26
"230","Sat, 05 Apr 14 22:55:42 +0000","   (Ibis Ambassador Hotel)",127.057357486011,37.5048683529221,"@",2014-04-05
"231","Tue, 01 Apr 14 23:37:30 +0000","Simply Cycle",-74.4735790230086,40.7977354676299,"@",2014-04-01
"232","Mon, 24 Mar 14 11:50:12 +0000","SmartWorld Coffee",-74.4788277058729,40.7947678459255,"@",2014-03-24
"233","Fri, 21 Mar 14 22:14:30 +0000","Takahachi Bakery",-73.9917348465147,40.7553261114683,"@",2014-03-21
"234","Fri, 21 Mar 14 17:00:21 +0000","Sophie's Cuban Cuisine",-74.006729966114,40.7143985848808,"@",2014-03-21
"235","Fri, 21 Mar 14 16:58:18 +0000","Blue Spoon Coffee Co.",-74.0066897970601,40.7143735808711,"@",2014-03-21
"236","Thu, 20 Mar 14 22:50:34 +0000","Frelinghuysen Middle School",-74.5007479899812,40.8224304324012,"@",2014-03-20
"237","Wed, 19 Mar 14 01:49:01 +0000","Blue Room",-73.9637213073345,40.7614007117326,"@",2014-03-19
"238","Tue, 18 Mar 14 21:46:15 +0000","Data Driven NYC",-73.9674348709938,40.7616921674862,"@",2014-03-18
"239","Sat, 15 Mar 14 22:54:58 +0000","Coleman Brook Tavern",-72.7171888839305,43.4229594445359,"@",2014-03-15
"240","Sat, 15 Mar 14 17:41:36 +0000","Jackson Gore Base Lodge",-72.7173851532127,43.4230173625606,"@",2014-03-15
"241","Sun, 09 Mar 14 12:50:00 +0000","Presbyterian Church in Morristown",-74.4790223105135,40.7967403817862,"@",2014-03-09
"242","Sat, 08 Mar 14 22:57:34 +0000","Urban Table",-74.4810599226351,40.7963587940672,"@",2014-03-08
"243","Sat, 08 Mar 14 01:41:12 +0000","Frelinghuysen Middle School",-74.5004332272246,40.822237633239,"@",2014-03-08
"244","Fri, 07 Mar 14 13:55:48 +0000","Birdbath Neighborhood Green Bakery",-74.0065635514071,40.7164702838623,"@",2014-03-07
"245","Fri, 07 Mar 14 01:01:42 +0000","David Todd's City Tavern",-74.4710605154389,40.7891714357554,"@",2014-03-07
"246","Sat, 01 Mar 14 18:00:48 +0000","Tropicana Field",-82.652920071481,27.7679599289701,"@",2014-03-01
"247","Fri, 28 Feb 14 23:04:53 +0000","Crabby Bill's Seafood",-82.7427451548691,27.725251476779,"@",2014-02-28
"248","Thu, 27 Feb 14 23:34:05 +0000","Flying Bridge",-82.7453420422806,27.7293516100403,"@",2014-02-27
"249","Thu, 27 Feb 14 18:28:06 +0000","George M. Steinbrenner Field",-82.5072914717255,27.9794930026105,"@",2014-02-27
"250","Thu, 27 Feb 14 14:21:39 +0000","Chill Restaurant &amp; Bar",-82.7514572386013,27.7415009398903,"@",2014-02-27
"251","Thu, 27 Feb 14 05:31:22 +0000","Guy Harvey Outpost (Tradewinds Beach Resort)",-82.7470012588273,27.7318989490008,"@",2014-02-27
"252","Tue, 25 Feb 14 23:54:29 +0000","Luna Rossa Ristorante",-74.6420932237965,40.6489031177849,"@",2014-02-25
"253","Mon, 24 Feb 14 16:05:35 +0000","AT&amp;T",-73.9824433669414,40.763553881736,"@",2014-02-24
"254","Mon, 24 Feb 14 14:42:12 +0000","Lincoln Tunnel Helix",-74.0216435784961,40.7653013351491,"@",2014-02-24
"255","Sun, 23 Feb 14 16:13:07 +0000","DRIP coffee",-74.480424602289,40.7966239951059,"@",2014-02-23
"256","Sun, 23 Feb 14 14:47:27 +0000","Presbyterian Church in Morristown",-74.4800640140438,40.7975497634131,"@",2014-02-23
"257","Fri, 21 Feb 14 00:02:42 +0000","Planet Mac",-74.0287069104838,40.7383446116337,"@",2014-02-21
"258","Mon, 17 Feb 14 16:17:10 +0000","Van Gilder's Jubilee Restaurant",-75.4553567056441,41.1081483238609,"@",2014-02-17
"259","Sun, 16 Feb 14 18:54:37 +0000","Jack Frost Ski Area",-75.6535360116073,41.1137660326155,"@",2014-02-16
"260","Sat, 15 Feb 14 20:49:45 +0000","Camelback Mountain Resort",-75.3572301907278,41.0523650752836,"@",2014-02-15
"261","Sun, 09 Feb 14 15:33:15 +0000","Presbyterian Church in Morristown",-74.4798465160145,40.797379871125,"@",2014-02-09
"262","Sun, 09 Feb 14 02:52:27 +0000","Milano Gourmet Pizza",-74.4791081654335,40.7947098040604,"@",2014-02-09
"263","Sat, 08 Feb 14 00:37:24 +0000","Shawnee Mountain Ski Area",-75.0808970210027,41.0327107663639,"@",2014-02-08
"264","Wed, 05 Feb 14 06:21:27 +0000","Antonio's Nut House",-122.143676977267,37.4269727164165,"@",2014-02-05
"265","Wed, 05 Feb 14 04:59:42 +0000","The Rose &amp; Crown Pub",-122.161835127448,37.4443653292647,"@",2014-02-05
"266","Wed, 05 Feb 14 03:39:44 +0000","Gordon Biersch Brewery Restaurant",-122.160931450703,37.4433706349044,"@",2014-02-05
"267","Tue, 04 Feb 14 20:31:29 +0000","AT&amp;T Central Office",-122.159833722731,37.4460450949993,"@",2014-02-04
"268","Sun, 02 Feb 14 15:58:03 +0000","Presbyterian Church in Morristown",-74.4797835560084,40.7975353805993,"@",2014-02-02
"269","Sat, 01 Feb 14 20:54:25 +0000","The Gravity Vault",-74.3740191708901,40.7342230701278,"@",2014-02-01
"270","Sun, 19 Jan 14 19:15:52 +0000","Livingston Recreation Center",-74.4162626346036,40.5082266489733,"@",2014-01-19
"271","Sat, 18 Jan 14 21:14:22 +0000","The Gravity Vault",-74.3746319643725,40.7338681169823,"@",2014-01-18
"272","Wed, 15 Jan 14 23:55:21 +0000","Delicious Heights",-74.6459358654568,40.6809775818273,"@",2014-01-15
"273","Fri, 10 Jan 14 13:53:20 +0000","Birdbath Neighborhood Green Bakery",-74.0065004285494,40.7165723767524,"@",2014-01-10
"274","Fri, 10 Jan 14 01:51:17 +0000","Strawberry Fields Frozen Yogurt - Morristown",-74.4787761928438,40.7944179538909,"@",2014-01-10
"275","Wed, 08 Jan 14 01:07:18 +0000","Simply Cycle",-74.4735504038069,40.7978715481371,"@",2014-01-08
"276","Mon, 06 Jan 14 17:55:08 +0000","AT&amp;T",-74.6357686880478,40.6697462579618,"@",2014-01-06
"277","Sun, 05 Jan 14 20:11:51 +0000","Brownstone Diner &amp; Pancake Factory",-74.0484380958446,40.7167039282188,"@",2014-01-05
"278","Sat, 04 Jan 14 16:59:49 +0000","Madison Bicycle Shop",-74.4174707522436,40.759630627683,"@",2014-01-04
"279","Wed, 01 Jan 14 23:46:22 +0000","Qdoba Mexican Grill",-74.4810828170191,40.7963377971745,"@",2014-01-01
"280","Sat, 28 Dec 13 19:08:11 +0000","Blue Vanilla Bakery",-122.324811497434,47.4006333845183,"@",2013-12-28
"281","Sat, 28 Dec 13 04:27:03 +0000","Prima Margherita",-122.324306122228,47.3982029195204,"@",2013-12-28
"282","Fri, 27 Dec 13 23:18:22 +0000","Reddog Coffee",-123.102699800984,48.0756831698336,"@",2013-12-27
"283","Thu, 26 Dec 13 20:43:17 +0000","Sunshine Cafe",-123.103593215284,48.0795860273745,"@",2013-12-26
"284","Tue, 24 Dec 13 19:43:27 +0000","Starbucks",-122.660414384616,47.7583445781709,"@",2013-12-24
"285","Tue, 24 Dec 13 03:21:41 +0000","Deer Park Cinema",-123.345312048597,48.1043400532653,"@",2013-12-24
"286","Sun, 22 Dec 13 18:46:18 +0000","Starbucks",-122.290696421779,47.6813735548474,"@",2013-12-22
"287","Sun, 22 Dec 13 03:52:11 +0000","Pho Than Brothers",-122.313504648935,47.6583399065041,"@",2013-12-22
"288","Sat, 21 Dec 13 19:10:14 +0000","Elliott Bay Brewhouse and Pub",-122.338763382059,47.46667881293,"@",2013-12-21
"289","Sun, 15 Dec 13 15:45:10 +0000","Gymnastics Academy",-74.9695854994911,39.9187544314948,"@",2013-12-15
"290","Sun, 15 Dec 13 01:15:14 +0000","Blue Morel Restaurant",-74.4587937239412,40.7979717996305,"@",2013-12-15
"291","Fri, 13 Dec 13 13:45:19 +0000","Birdbath Neighborhood Green Bakery",-74.00652912076,40.716315744173,"@",2013-12-13
"292","Thu, 12 Dec 13 14:26:00 +0000","AT&amp;T",-74.63546560768,40.6716221379434,"@",2013-12-12
"293","Thu, 12 Dec 13 00:13:15 +0000","J &amp; J Taxi",-74.4753648519884,40.7938189240479,"@",2013-12-12
"294","Wed, 04 Dec 13 00:38:10 +0000","Ocha Japanese Cuisine",-74.2790166825485,40.8412519488999,"@",2013-12-04
"295","Mon, 02 Dec 13 00:28:04 +0000","Pita Grill Morristown, NJ",-74.480264340938,40.7955059602495,"@",2013-12-02
"296","Thu, 28 Nov 13 05:40:00 +0000","Courtyard by Marriott - Worcester",-71.7998400472684,42.2744825635518,"@",2013-11-28
"297","Sat, 23 Nov 13 23:28:02 +0000","Millies Old World Meatballs And Pizza",-74.4727032733274,40.7922171095783,"@",2013-11-23
"298","Fri, 22 Nov 13 16:53:28 +0000","AT&amp;T",-74.004761672553,40.7181363320775,"@",2013-11-22
"299","Sat, 16 Nov 13 00:31:38 +0000","South's",-74.3489558409125,40.7889668357333,"@",2013-11-16
"300","Sun, 10 Nov 13 00:50:26 +0000","Hyatt Morristown at Headquarters Plaza",-74.4804417731394,40.8005467568602,"@",2013-11-10
"301","Wed, 06 Nov 13 15:55:35 +0000","AT&amp;T Labs",-74.1328475641374,40.3961400440634,"@",2013-11-06
"302","Sat, 02 Nov 13 00:47:17 +0000","Town Hall",-73.9844578024757,40.7560590637293,"@",2013-11-02
"303","Sun, 27 Oct 13 00:25:20 +0000","Takuma",-74.4150945888868,40.7574866450129,"@",2013-10-27
"304","Fri, 18 Oct 13 20:28:12 +0000","Blaue Gans",-74.0076595904337,40.7166304275962,"@",2013-10-18
"305","Fri, 18 Oct 13 12:50:54 +0000","Birdbath Neighborhood Green Bakery",-74.0060356141375,40.7162651183389,"@",2013-10-18
"306","Wed, 16 Oct 13 15:39:45 +0000","Columbia University School of Social Work",-73.9580274201569,40.8107563809319,"@",2013-10-16
"307","Tue, 15 Oct 13 22:39:21 +0000","Fairleigh Dickinson University",-74.4323797358276,40.7748520427527,"@",2013-10-15
"308","Mon, 14 Oct 13 16:08:40 +0000","AT&amp;T",-74.6358773393697,40.6700369572613,"@",2013-10-14
"309","Sat, 12 Oct 13 16:58:51 +0000","The Artist Baker",-74.4815635983943,40.7987744681949,"@",2013-10-12
"310","Sat, 12 Oct 13 13:56:45 +0000","SmartWorld Coffee",-74.4789822448698,40.7946152526529,"@",2013-10-12
"311","Fri, 11 Oct 13 17:58:48 +0000","Birdbath Neighborhood Green Bakery",-74.0057544295623,40.716568039343,"@",2013-10-11
"312","Fri, 11 Oct 13 16:15:31 +0000","Baba Ghanouge",-74.0077858353633,40.7152241115762,"@",2013-10-11
"313","Fri, 11 Oct 13 14:41:15 +0000","AT&amp;T",-74.0057544295623,40.7164763123981,"@",2013-10-11
"314","Mon, 07 Oct 13 16:34:08 +0000","AT&amp;T",-74.6358315914531,40.6698806700827,"@",2013-10-07
"315","Fri, 04 Oct 13 23:13:49 +0000","Aji Sushi",-74.4787475744877,40.8277831687943,"@",2013-10-04
"316","Fri, 04 Oct 13 03:15:35 +0000","Tavern Off The Green",-74.4752332049582,40.7968378224624,"@",2013-10-04
"317","Sat, 28 Sep 13 23:28:46 +0000","Cottage II",-74.4776772446262,40.7934558106753,"@",2013-09-28
"318","Sat, 28 Sep 13 15:56:17 +0000","SmartWorld Coffee",-74.4787761928438,40.7946642020549,"@",2013-09-28
"319","Sat, 21 Sep 13 23:02:36 +0000","The Artist Baker",-74.4772937558711,40.8069212600336,"@",2013-09-21
"320","Sat, 21 Sep 13 13:55:18 +0000","The Artist Baker",-74.4816723463801,40.7989149342191,"@",2013-09-21
"321","Tue, 17 Sep 13 17:39:46 +0000","Pappadeaux Seafood Kitchen",-97.0910090139106,32.7589649230088,"@",2013-09-17
"322","Tue, 17 Sep 13 15:03:10 +0000","AT&amp;T Stadium",-97.0924067467082,32.7492222695272,"@",2013-09-17
"323","Tue, 17 Sep 13 03:51:33 +0000","Hilton Arlington",-97.0672520470669,32.7623640389353,"@",2013-09-17
"324","Sun, 15 Sep 13 17:59:01 +0000","Duke Farms",-74.6239138429494,40.5444123780057,"@",2013-09-15
"325","Fri, 13 Sep 13 17:37:05 +0000","La Fonda",-73.945163897713,40.7917673491701,"@",2013-09-13
"326","Fri, 13 Sep 13 13:02:46 +0000","New York Academy of Medicine",-73.9521669032199,40.7921854655315,"@",2013-09-13
"327","Fri, 13 Sep 13 05:09:58 +0000","Pod 51 Hotel",-73.9691223090413,40.7556804924075,"@",2013-09-13
"328","Fri, 13 Sep 13 03:39:19 +0000","Warren 77",-74.0102246415079,40.7151882574267,"@",2013-09-13
"329","Fri, 13 Sep 13 00:58:27 +0000","Tribeca Rooftop",-74.008485919369,40.7239307758983,"@",2013-09-13
"330","Mon, 02 Sep 13 17:18:49 +0000","The Cloisters",-73.9321617443114,40.8652209779423,"@",2013-09-02
"331","Fri, 30 Aug 13 20:18:51 +0000","Lincoln Tunnel Helix",-74.0221485207424,40.764041417557,"@",2013-08-30
"332","Tue, 27 Aug 13 13:05:32 +0000","Days Inn Hershey",-76.6575967103333,40.2825744680841,"@",2013-08-27
"333","Sun, 25 Aug 13 20:02:33 +0000","The Gravity Vault",-74.3811263009093,40.7312821331132,"@",2013-08-25
"334","Fri, 23 Aug 13 20:45:13 +0000","Blaue Gans",-74.0078776498051,40.7163282106815,"@",2013-08-23
"335","Fri, 23 Aug 13 18:03:13 +0000","Kaffe 1668",-74.0114354254719,40.714992867441,"@",2013-08-23
"336","Fri, 23 Aug 13 17:41:01 +0000","Dim Sum Go Go",-73.9983860987622,40.7134282929286,"@",2013-08-23
"337","Thu, 22 Aug 13 01:45:34 +0000","Macho Nacho",-74.4688911357137,40.7953627000499,"@",2013-08-22
"338","Tue, 13 Aug 13 03:53:01 +0000","Red Robin Gourmet Burgers",-122.324744553539,47.3976117567773,"@",2013-08-13
"339","Sat, 10 Aug 13 17:16:29 +0000","Hurricane Coffee",-123.148769037123,48.0516157290241,"@",2013-08-10
"340","Fri, 09 Aug 13 04:10:00 +0000","Blue Agave Mexican Grill",-122.628145660797,47.5049423240781,"@",2013-08-09
"341","Thu, 08 Aug 13 18:17:46 +0000","Patty's Place at 19 Mile House",-122.799573231295,46.2971076003281,"@",2013-08-08
"342","Tue, 06 Aug 13 21:00:33 +0000","Windy Ridge Viewpoint",-122.137196094633,46.2496679038646,"@",2013-08-06
"343","Mon, 05 Aug 13 03:16:37 +0000","Idylwood Park",-122.101823545711,47.6436877529822,"@",2013-08-05
"344","Sun, 04 Aug 13 18:16:42 +0000","Hattie's Hat Restaurant",-122.383377790022,47.6657896701395,"@",2013-08-04
"345","Sun, 04 Aug 13 05:01:25 +0000","Buca di Beppo Italian Restaurant",-122.339649268455,47.6262698977833,"@",2013-08-04
"346","Sat, 03 Aug 13 19:27:05 +0000","Wild Waves Theme Park",-122.310247250461,47.2745114798561,"@",2013-08-03
"347","Fri, 02 Aug 13 22:33:08 +0000","Spin Alley Bowling Center",-122.376013503734,47.7697590871899,"@",2013-08-02
"348","Fri, 02 Aug 13 18:17:32 +0000","Cafe Javasti",-122.290876774021,47.6913678700164,"@",2013-08-02
"349","Fri, 02 Aug 13 01:52:04 +0000","Village Sushi",-122.315308623317,47.6644400504449,"@",2013-08-02
"350","Thu, 01 Aug 13 21:20:36 +0000","Crpe de France",-122.340082239321,47.6085723022891,"@",2013-08-01
"351","Thu, 01 Aug 13 00:16:00 +0000","Theo Chocolate",-122.354173563205,47.6515382794884,"@",2013-08-01
"352","Wed, 31 Jul 13 21:05:35 +0000","Agua Verde Paddle Club",-122.330274619271,47.644960207859,"@",2013-07-31
"353","Thu, 25 Jul 13 13:35:22 +0000","2beans",-73.9782594718212,40.7514209507083,"@",2013-07-25
"354","Thu, 25 Jul 13 00:52:15 +0000","Pairings +Palate +Plate",-74.3042959775025,40.654631682597,"@",2013-07-25
"355","Mon, 22 Jul 13 23:17:41 +0000","Aikou Restaurant",-74.4794687556396,40.795034553459,"@",2013-07-22
"356","Fri, 19 Jul 13 20:31:33 +0000","Prospect Tavern",-74.4135314568745,40.7564643210479,"@",2013-07-19
"357","Fri, 12 Jul 13 21:32:37 +0000","Blaue Gans",-74.0079350338089,40.7163508252859,"@",2013-07-12
"358","Fri, 05 Jul 13 22:05:46 +0000","Yankee Stadium",-73.9270984182099,40.8297060596135,"@",2013-07-05
"359","Sun, 30 Jun 13 15:49:28 +0000","Sunroom Cafe",-89.3963109998361,43.0747163265856,"@",2013-06-30
"360","Sun, 16 Jun 13 12:32:25 +0000","SmartWorld Coffee",-74.4789192845542,40.794664544681,"@",2013-06-16
"361","Sun, 16 Jun 13 12:32:10 +0000","Mayo Performing Arts Center (MPAC)",-74.4789364555516,40.7945896491599,"@",2013-06-16
"362","Sat, 08 Jun 13 23:27:49 +0000","Clearview Cinemas: Headquarters Theatre 10",-74.479972435959,40.8003712468908,"@",2013-06-08
"363","Sat, 08 Jun 13 22:29:15 +0000","Don's Burgers and Fries",-74.4781981011482,40.7945268484137,"@",2013-06-08
"364","Tue, 28 May 13 23:30:26 +0000","Thirsty Turtle",-74.3935072658581,40.7892612624428,"@",2013-05-28
"365","Fri, 24 May 13 22:24:42 +0000","Cask And KETTLE Homebrew",-74.4132566190561,40.9058946766756,"@",2013-05-24
"366","Thu, 23 May 13 22:41:22 +0000","IYO Frozen Yougurt",-74.4314579801754,40.746664604374,"@",2013-05-23
"367","Wed, 22 May 13 19:39:48 +0000","AT&amp;T Shannon Laboratory",-74.4129932324148,40.7749269240824,"@",2013-05-22
"368","Thu, 16 May 13 16:11:25 +0000","South Street Creamery",-74.4769846747733,40.7928923016317,"@",2013-05-16
"369","Mon, 22 Apr 13 19:36:16 +0000","Swarthmore College",-75.3560005034682,39.9071048385717,"@",2013-04-22
"370","Mon, 22 Apr 13 17:56:04 +0000","Chive Cafe &amp; Catering",-75.033571530342,40.346600103025,"@",2013-04-22
"371","Tue, 09 Apr 13 03:48:41 +0000","End of Elm",-74.4732928307817,40.7964166914774,"@",2013-04-09
"372","Wed, 27 Mar 13 15:19:44 +0000","Alice's Tea Cup: Chapter III",-73.9553181729217,40.7750936386824,"@",2013-03-27
"373","Tue, 26 Mar 13 23:02:45 +0000","Teuscher Chocolates",-73.9773928374437,40.7580275483551,"@",2013-03-26
"374","Sat, 23 Mar 13 18:07:25 +0000","Fat Belly's Grill &amp; Bar",-70.7577943611271,43.0784080664172,"@",2013-03-23
"375","Fri, 15 Mar 13 12:43:49 +0000","SmartWorld Coffee",-74.4788677715518,40.7950340814474,"@",2013-03-15
"376","Sun, 10 Mar 13 15:56:13 +0000","Shawnee Mountain Ski Area",-75.0814844373907,41.034980045508,"@",2013-03-10
"377","Sat, 09 Mar 13 00:15:36 +0000","SmartWorld Coffee",-74.4786159299899,40.7949318892489,"@",2013-03-09
"378","Fri, 01 Mar 13 04:21:14 +0000","Jackson Gore Inn",-72.7179797327468,43.4238274955775,"@",2013-03-01
"379","Fri, 01 Mar 13 01:06:53 +0000","McDonald's",-73.6379695223501,42.7476448504736,"@",2013-03-01
"380","Wed, 27 Feb 13 23:56:44 +0000","Mayo Performing Arts Center (MPAC)",-74.4790680998094,40.7942407735072,"@",2013-02-27
"381","Wed, 27 Feb 13 23:26:18 +0000","Millies Old World Meatballs And Pizza",-74.479119612753,40.7948176009245,"@",2013-02-27
"382","Wed, 27 Feb 13 13:09:39 +0000","SmartWorld Coffee",-74.4789879685338,40.7945242993658,"@",2013-02-27
"383","Sat, 23 Feb 13 18:28:18 +0000","The Gravity Vault",-74.380948769271,40.7313155789636,"@",2013-02-23
"384","Fri, 22 Feb 13 13:28:27 +0000","SmartWorld Coffee",-74.478913560888,40.794654101663,"@",2013-02-22
"385","Tue, 19 Feb 13 15:14:07 +0000","Hilton Dallas Lincoln Centre",-96.8168167991328,32.9240799214147,"@",2013-02-19
"386","Tue, 19 Feb 13 15:14:07 +0000","Hilton Dallas Lincoln Centre",-96.8168167991328,32.9240799214147,"@",2013-02-19
"387","Mon, 18 Feb 13 20:59:27 +0000","Newark Liberty International Airport (EWR)",-74.1815223034557,40.6872517649433,"@",2013-02-18
"388","Sat, 16 Feb 13 20:36:36 +0000","Red Lobster",-74.6490007676884,40.873358089376,"@",2013-02-16
"389","Sat, 16 Feb 13 15:53:28 +0000","Shawnee Mountain Ski Area",-75.0820718516107,41.0368783428882,"@",2013-02-16
"390","Mon, 11 Feb 13 19:33:00 +0000","AT&amp;T Shannon Laboratory",-74.4136746014034,40.7748036200579,"@",2013-02-11
"391","Sun, 10 Feb 13 15:09:37 +0000","Shawnee Mountain Ski Area",-75.0838568931672,41.0404132838591,"@",2013-02-10
"392","Fri, 08 Feb 13 17:57:48 +0000","Snowapocalypse",-74.4570535220004,40.7954970923441,"@",2013-02-08
"393","Fri, 08 Feb 13 17:57:48 +0000","Snowapocalypse",-74.4570535220004,40.7954970923441,"@",2013-02-08
"394","Wed, 06 Feb 13 13:35:03 +0000","SmartWorld Coffee",-74.478879218887,40.7945914435157,"@",2013-02-06
"395","Tue, 05 Feb 13 13:18:54 +0000","DRIP coffee",-74.4159362696614,40.7593513655853,"@",2013-02-05
"396","Sat, 02 Feb 13 23:48:46 +0000","Panera Bread",-74.3917664234858,40.7876690059201,"@",2013-02-02
"397","Sat, 02 Feb 13 23:39:31 +0000","Kyoto",-74.3914457401439,40.7886578077037,"@",2013-02-02
"398","Sat, 02 Feb 13 17:14:55 +0000","The Gravity Vault",-74.381120574085,40.7313103346995,"@",2013-02-02
"399","Fri, 01 Feb 13 13:33:16 +0000","SmartWorld Coffee",-74.4788334295419,40.7945754967616,"@",2013-02-01
"400","Wed, 30 Jan 13 13:09:11 +0000","SmartWorld Coffee",-74.4789250082202,40.7942887154953,"@",2013-01-30
"401","Tue, 29 Jan 13 13:17:02 +0000","DRIP coffee",-74.4156442584156,40.759344901504,"@",2013-01-29
"402","Sat, 26 Jan 13 17:07:06 +0000","South Street Creamery",-74.4768702001547,40.7929538306648,"@",2013-01-26
"403","Sat, 26 Jan 13 00:52:58 +0000","Wellmont Theatre",-74.2165826746704,40.8124358856671,"@",2013-01-26
"404","Tue, 22 Jan 13 23:01:53 +0000","Thirsty Turtle",-74.3939367473841,40.7896343886292,"@",2013-01-22
"405","Sun, 20 Jan 13 22:34:48 +0000","Pamir",-74.4807622953715,40.7960523592379,"@",2013-01-20
"406","Sun, 20 Jan 13 17:10:55 +0000","Campgaw Mountain",-74.195642412903,41.0612552805338,"@",2013-01-20
"407","Sat, 19 Jan 13 19:38:24 +0000","The Gravity Vault",-74.381097666786,40.7311670342022,"@",2013-01-19
"408","Sat, 12 Jan 13 03:13:45 +0000","Friendly's",-74.4568875149974,40.7889657559526,"@",2013-01-12
"409","Sat, 12 Jan 13 02:43:43 +0000","The Gravity Vault",-74.3810804863098,40.7309955316428,"@",2013-01-12
"410","Fri, 04 Jan 13 16:05:09 +0000","AT&amp;T Shannon Laboratory",-74.4128787163621,40.7748290308056,"@",2013-01-04
"411","Thu, 03 Jan 13 17:24:19 +0000","54 Main Bar &amp; Grille",-74.4152033777826,40.758974944405,"@",2013-01-03
"412","Fri, 28 Dec 12 20:20:31 +0000","IKEA Restaurant &amp; Caf",-74.1704112048052,40.6756854009801,"@",2012-12-28
"413","Fri, 28 Dec 12 20:19:43 +0000","IKEA Elizabeth",-74.1704112048052,40.6756854009801,"@",2012-12-28
"414","Sun, 23 Dec 12 19:03:42 +0000","The Gravity Vault",-74.3809086814573,40.7317642623096,"@",2012-12-23
"415","Fri, 21 Dec 12 19:34:05 +0000","AT&amp;T Shannon Laboratory",-74.4135314568745,40.7759573236482,"@",2012-12-21
"416","Fri, 21 Dec 12 17:05:59 +0000","Smashburger",-74.3922589003532,40.7875970490254,"@",2012-12-21
"417","Sat, 15 Dec 12 18:46:08 +0000","Max Brenner",-73.9908912285777,40.7343038119994,"@",2012-12-15
"418","Sat, 15 Dec 12 01:45:42 +0000","Minado Restaurant",-74.4913105845883,40.8618217578046,"@",2012-12-15
"419","Thu, 13 Dec 12 23:43:52 +0000","Panera Bread",-74.3917893294167,40.7875659620519,"@",2012-12-13
"420","Tue, 11 Dec 12 23:43:46 +0000","Friendly's",-74.4557369104436,40.7887929781148,"@",2012-12-11
"421","Sun, 09 Dec 12 20:02:53 +0000","Starbucks",-74.3993309472812,40.7489635640425,"@",2012-12-09
"422","Sun, 09 Dec 12 18:17:06 +0000","The Gravity Vault",-74.3810690326581,40.7313805252103,"@",2012-12-09
"423","Sun, 09 Dec 12 13:52:48 +0000","Jersey Boy Bagels",-74.4799151996318,40.7955642266535,"@",2012-12-09
"424","Sun, 09 Dec 12 13:52:13 +0000","SmartWorld Coffee",-74.48036164249,40.7957365998423,"@",2012-12-09
"425","Sat, 08 Dec 12 17:57:55 +0000","Smashburger",-74.3923677031987,40.788244505181,"@",2012-12-08
"426","Tue, 04 Dec 12 23:59:44 +0000","Friendly's",-74.4569733807081,40.7889582541354,"@",2012-12-04
"427","Mon, 03 Dec 12 21:31:23 +0000","Woodland Elementary",-74.4636822256867,40.7845113561525,"@",2012-12-03
"428","Sat, 01 Dec 12 19:01:20 +0000","New Jersey Rock Gym",-74.3371446229303,40.8590944579028,"@",2012-12-01
"429","Sat, 01 Dec 12 00:25:57 +0000","J &amp; J Taxi",-74.4782839564707,40.7945241574666,"@",2012-12-01
"430","Sat, 01 Dec 12 00:24:19 +0000","SmartWorld Coffee",-74.4790223105135,40.7950166831397,"@",2012-12-01
"431","Fri, 30 Nov 12 22:25:37 +0000","Trattoria Mediterranea",-74.6460044832726,40.6801107908793,"@",2012-11-30
"432","Wed, 21 Nov 12 22:52:49 +0000","Utsav",-73.9823917144704,40.7580427068603,"@",2012-11-21
"433","Wed, 21 Nov 12 00:45:03 +0000","Guerriero's",-74.4764924333848,40.792650848147,"@",2012-11-21
"434","Mon, 12 Nov 12 23:54:05 +0000","J &amp; J Taxi",-74.4783984301688,40.7945350545869,"@",2012-11-12
"435","Fri, 09 Nov 12 19:12:38 +0000","Max Brenner",-75.1659128706734,39.9491378749502,"@",2012-11-09
"436","Fri, 09 Nov 12 18:09:08 +0000","Mtter Museum",-75.1767140303488,39.9532055137479,"@",2012-11-09
